case_id,from_resource,to_resource,activity,timestamp,message
S_llm_agent_proxy_0128,Appraiser-000002,Clerk-000008,Check credit history,2023-04-30T09:21:00+00:00,Handover for Check credit history; selected Clerk-000008 from 8 feasible resources.
S_llm_agent_proxy_0128,Clerk-000008,AML Investigator-000001,AML check,2023-04-30T09:31:21+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0128,AML Investigator-000001,Loan Officer-000003,Assess loan risk,2023-04-30T09:44:27+00:00,Handover for Assess loan risk; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0128,Loan Officer-000003,Loan Officer-000002,Design loan offer,2023-04-30T10:04:27+00:00,Handover for Design loan offer; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0128,Loan Officer-000002,Senior Officer-000002,Approve loan offer,2023-04-30T10:06:38+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0128,Senior Officer-000002,Clerk-000007,Cancel application,2023-04-30T10:26:38+00:00,Handover for Cancel application; selected Clerk-000007 from 8 feasible resources.
S_llm_agent_proxy_0129,Clerk-000001,Appraiser-000002,Appraise property,2023-04-30T08:45:45+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0129,Appraiser-000002,AML Investigator-000001,AML check,2023-04-30T09:03:43+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0129,AML Investigator-000001,Clerk-000004,Check credit history,2023-04-30T09:06:12+00:00,Handover for Check credit history; selected Clerk-000004 from 8 feasible resources.
S_llm_agent_proxy_0129,Clerk-000004,Loan Officer-000002,Assess loan risk,2023-05-01T01:38:28+00:00,Handover for Assess loan risk; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0129,Loan Officer-000002,Loan Officer-000001,Design loan offer,2023-05-01T01:58:28+00:00,Handover for Design loan offer; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0129,Loan Officer-000001,Senior Officer-000001,Approve loan offer,2023-05-01T01:59:44+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0129,Senior Officer-000001,Clerk-000004,Approve application,2023-05-01T02:19:44+00:00,Handover for Approve application; selected Clerk-000004 from 8 feasible resources.
S_llm_agent_proxy_0130,Clerk-000002,AML Investigator-000001,AML check,2023-04-30T09:28:19+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0130,AML Investigator-000001,Clerk-000004,Check credit history,2023-04-30T09:40:15+00:00,Handover for Check credit history; selected Clerk-000004 from 8 feasible resources.
S_llm_agent_proxy_0130,Clerk-000004,Appraiser-000002,Appraise property,2023-04-30T10:00:46+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0130,Appraiser-000002,Loan Officer-000004,Assess loan risk,2023-04-30T11:53:40+00:00,Handover for Assess loan risk; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0130,Loan Officer-000004,Clerk-000004,Reject application,2023-04-30T12:13:40+00:00,Handover for Reject application; selected Clerk-000004 from 8 feasible resources.
S_llm_agent_proxy_0131,Clerk-000004,Appraiser-000002,Appraise property,2023-05-03T01:34:22+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0131,Appraiser-000002,Clerk-000004,Check credit history,2023-05-03T01:55:59+00:00,Handover for Check credit history; selected Clerk-000004 from 8 feasible resources.
S_llm_agent_proxy_0131,Clerk-000004,AML Investigator-000001,AML check,2023-05-03T02:18:20+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0131,AML Investigator-000001,Loan Officer-000002,Assess loan risk,2023-05-03T03:05:47+00:00,Handover for Assess loan risk; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0131,Loan Officer-000002,Loan Officer-000004,Design loan offer,2023-05-03T03:25:47+00:00,Handover for Design loan offer; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0131,Loan Officer-000004,Senior Officer-000002,Approve loan offer,2023-05-03T03:27:45+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0131,Senior Officer-000002,Clerk-000004,Cancel application,2023-05-03T03:47:45+00:00,Handover for Cancel application; selected Clerk-000004 from 8 feasible resources.
S_llm_agent_proxy_0132,Clerk-000005,AML Investigator-000002,AML check,2023-04-30T10:04:07+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0132,AML Investigator-000002,Appraiser-000001,Appraise property,2023-04-30T10:05:07+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0132,Appraiser-000001,Clerk-000005,Check credit history,2023-04-30T10:29:36+00:00,Handover for Check credit history; selected Clerk-000005 from 8 feasible resources.
S_llm_agent_proxy_0132,Clerk-000005,Loan Officer-000002,Assess loan risk,2023-04-30T11:00:50+00:00,Handover for Assess loan risk; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0132,Loan Officer-000002,Loan Officer-000001,Design loan offer,2023-04-30T11:20:50+00:00,Handover for Design loan offer; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0132,Loan Officer-000001,Senior Officer-000001,Approve loan offer,2023-04-30T11:22:06+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0132,Senior Officer-000001,Clerk-000008,Approve application,2023-04-30T11:42:06+00:00,Handover for Approve application; selected Clerk-000008 from 8 feasible resources.
S_llm_agent_proxy_0133,Clerk-000004,Clerk-000001,Check credit history,2023-04-30T10:39:05+00:00,Handover for Check credit history; selected Clerk-000001 from 7 feasible resources.
S_llm_agent_proxy_0133,Clerk-000001,Appraiser-000001,Appraise property,2023-04-30T10:49:11+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0133,Appraiser-000001,AML Investigator-000001,AML check,2023-04-30T11:01:16+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0133,AML Investigator-000001,Loan Officer-000001,Assess loan risk,2023-05-01T05:17:42+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0133,Loan Officer-000001,Loan Officer-000004,Design loan offer,2023-05-01T05:37:42+00:00,Handover for Design loan offer; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0133,Loan Officer-000004,Senior Officer-000001,Approve loan offer,2023-05-03T21:44:57+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0133,Senior Officer-000001,Clerk-000008,Approve application,2023-05-03T22:04:57+00:00,Handover for Approve application; selected Clerk-000008 from 8 feasible resources.
S_llm_agent_proxy_0134,Clerk-000002,Clerk-000008,Check credit history,2023-05-01T03:52:57+00:00,Handover for Check credit history; selected Clerk-000008 from 7 feasible resources.
S_llm_agent_proxy_0134,Clerk-000008,Appraiser-000002,Appraise property,2023-05-01T04:13:50+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0134,Appraiser-000002,AML Investigator-000001,AML check,2023-05-01T04:20:12+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0134,AML Investigator-000001,Loan Officer-000004,Assess loan risk,2023-05-01T06:06:18+00:00,Handover for Assess loan risk; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0134,Loan Officer-000004,Loan Officer-000002,Design loan offer,2023-05-01T06:26:18+00:00,Handover for Design loan offer; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0134,Loan Officer-000002,Senior Officer-000002,Approve loan offer,2023-05-01T06:26:56+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0134,Senior Officer-000002,Clerk-000007,Approve application,2023-05-01T06:46:56+00:00,Handover for Approve application; selected Clerk-000007 from 8 feasible resources.
S_llm_agent_proxy_0135,Clerk-000008,AML Investigator-000002,AML check,2023-04-30T12:33:15+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0135,AML Investigator-000002,Clerk-000003,Check credit history,2023-04-30T12:43:12+00:00,Handover for Check credit history; selected Clerk-000003 from 8 feasible resources.
S_llm_agent_proxy_0135,Clerk-000003,Appraiser-000002,Appraise property,2023-04-30T12:56:09+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0135,Appraiser-000002,Loan Officer-000002,Assess loan risk,2023-04-30T13:07:36+00:00,Handover for Assess loan risk; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0135,Loan Officer-000002,Clerk-000008,Reject application,2023-04-30T13:27:36+00:00,Handover for Reject application; selected Clerk-000008 from 8 feasible resources.
S_llm_agent_proxy_0136,Clerk-000004,Clerk-000001,Check credit history,2023-04-30T12:18:29+00:00,Handover for Check credit history; selected Clerk-000001 from 7 feasible resources.
S_llm_agent_proxy_0136,Clerk-000001,AML Investigator-000001,AML check,2023-04-30T13:28:01+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0136,AML Investigator-000001,Appraiser-000002,Appraise property,2023-04-30T14:02:31+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0136,Appraiser-000002,Loan Officer-000003,Assess loan risk,2023-04-30T15:12:16+00:00,Handover for Assess loan risk; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0136,Loan Officer-000003,Clerk-000006,Reject application,2023-04-30T15:32:16+00:00,Handover for Reject application; selected Clerk-000006 from 8 feasible resources.
S_llm_agent_proxy_0137,Clerk-000004,AML Investigator-000001,AML check,2023-04-30T12:34:08+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0137,AML Investigator-000001,Clerk-000002,Check credit history,2023-04-30T12:46:52+00:00,Handover for Check credit history; selected Clerk-000002 from 8 feasible resources.
S_llm_agent_proxy_0137,Clerk-000002,Appraiser-000001,Appraise property,2023-04-30T14:00:05+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0137,Appraiser-000001,Loan Officer-000002,Assess loan risk,2023-04-30T14:33:20+00:00,Handover for Assess loan risk; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0137,Loan Officer-000002,Loan Officer-000003,Design loan offer,2023-04-30T14:53:20+00:00,Handover for Design loan offer; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0137,Loan Officer-000003,Senior Officer-000001,Approve loan offer,2023-04-30T15:05:09+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0137,Senior Officer-000001,Clerk-000007,Cancel application,2023-04-30T15:25:09+00:00,Handover for Cancel application; selected Clerk-000007 from 8 feasible resources.
S_llm_agent_proxy_0138,Clerk-000002,Appraiser-000001,Appraise property,2023-04-30T13:18:34+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0138,Appraiser-000001,Clerk-000005,Check credit history,2023-04-30T13:18:50+00:00,Handover for Check credit history; selected Clerk-000005 from 8 feasible resources.
S_llm_agent_proxy_0138,Clerk-000005,AML Investigator-000001,AML check,2023-04-30T13:47:25+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0138,AML Investigator-000001,Loan Officer-000002,Assess loan risk,2023-04-30T15:10:43+00:00,Handover for Assess loan risk; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0138,Loan Officer-000002,Clerk-000007,Reject application,2023-04-30T15:30:43+00:00,Handover for Reject application; selected Clerk-000007 from 8 feasible resources.
S_llm_agent_proxy_0139,Clerk-000004,Clerk-000003,Check credit history,2023-05-01T06:06:33+00:00,Handover for Check credit history; selected Clerk-000003 from 7 feasible resources.
S_llm_agent_proxy_0139,Clerk-000003,Appraiser-000002,Appraise property,2023-05-01T07:04:07+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0139,Appraiser-000002,AML Investigator-000001,AML check,2023-05-01T07:34:52+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0139,AML Investigator-000001,Loan Officer-000001,Assess loan risk,2023-05-01T08:18:00+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0139,Loan Officer-000001,Clerk-000003,Reject application,2023-05-01T08:38:00+00:00,Handover for Reject application; selected Clerk-000003 from 8 feasible resources.
S_llm_agent_proxy_0140,Clerk-000008,Clerk-000004,Check credit history,2023-04-30T14:27:09+00:00,Handover for Check credit history; selected Clerk-000004 from 7 feasible resources.
S_llm_agent_proxy_0140,Clerk-000004,AML Investigator-000002,AML check,2023-04-30T14:50:02+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0140,AML Investigator-000002,Appraiser-000002,Appraise property,2023-04-30T14:50:51+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0140,Appraiser-000002,Loan Officer-000001,Assess loan risk,2023-04-30T15:06:47+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0140,Loan Officer-000001,Clerk-000001,Reject application,2023-04-30T15:26:47+00:00,Handover for Reject application; selected Clerk-000001 from 8 feasible resources.
S_llm_agent_proxy_0141,Clerk-000005,Clerk-000004,Check credit history,2023-04-30T14:51:28+00:00,Handover for Check credit history; selected Clerk-000004 from 7 feasible resources.
S_llm_agent_proxy_0141,Clerk-000004,AML Investigator-000001,AML check,2023-04-30T14:53:01+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0141,AML Investigator-000001,Appraiser-000001,Appraise property,2023-04-30T14:59:44+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
